time,r2,r4,a2
534.125,4.838031,206.0001,4.280578
544.625,4.898697,210.3826,4.26017
555.35,4.973314,216.6502,4.255555
566.275,5.044508,222.5485,4.247329
577.425,5.110389,226.2802,4.198641
588.775,5.186929,233.0554,4.197443
600.35,5.262368,238.9943,4.17817
612.175,5.332946,244.4178,4.156438
624.2,5.401789,248.9476,4.118986
636.5,5.495505,258.0403,4.126531
649,5.561626,262.7814,4.097325
661.775,5.640691,269.6765,4.085454
674.8,5.729773,277.1128,4.064459
688.075,5.79498,282.0101,4.038626
701.6,5.880803,289.2584,4.018386
715.4,5.970109,296.702,3.994674
729.475,6.05935,304.4973,3.976025
743.825,6.148797,311.4213,3.942188
758.475,6.224715,317.3227,3.913753
773.4,6.32039,327.2517,3.915248
788.6,6.405602,334.3802,3.889583
804.125,6.502725,342.9201,3.86579
819.925,6.598246,350.5306,3.830813
836.075,6.687407,358.2423,3.806319
852.5,6.793335,367.9578,3.783913
869.275,6.89243,376.6237,3.756792
886.375,7.001864,386.0907,3.725125
903.825,7.083652,393.0673,3.700064
921.6,7.182826,402.7118,3.683331
939.725,7.294503,414.6554,3.675705
958.225,7.396384,423.5237,3.645046
977.075,7.495695,432.3538,3.617073
996.3,7.619153,444.3461,3.592607
1015.9,7.722107,454.601,3.574146
1035.875,7.829675,463.898,3.540318
1056.25,7.948425,476.6757,3.527017
1077.025,8.064754,488.7997,3.509205
1098.225,8.182103,499.1903,3.473912
1119.825,8.303398,510.456,3.442198
1141.85,8.432017,525.5429,3.435029
1164.325,8.567582,539.5838,3.410559
1187.225,8.678921,549.9643,3.380809
1210.575,8.819685,565.3327,3.36063
1234.4,8.959196,580.8614,3.341959
1258.675,9.075922,591.0179,3.304972
1283.425,9.218824,606.3123,3.28052
1308.675,9.359091,622.1108,3.261394
1334.425,9.495062,637.2639,3.241065
1360.675,9.639466,654.1267,3.223837
1387.45,9.794801,669.5351,3.187293
1414.75,9.941047,686.6487,3.168901
1442.575,10.10774,707.1367,3.152849
1470.95,10.25005,723.728,3.133087
1499.875,10.40986,744.1884,3.120448
1529.4,10.58017,762.1378,3.085069
1559.475,10.7304,780.5699,3.067532
1590.15,10.90662,801.4681,3.042563
1621.45,11.06069,820.2711,3.02295
1653.35,11.23793,842.9597,3.004843
1685.875,11.38998,862.9516,2.99109
1719.025,11.57136,885.9869,2.970176
1752.85,11.74969,911.1566,2.959967
1787.325,11.90782,929.9101,2.934847
1822.5,12.09522,956.8984,2.924544
1858.35,12.27838,982.19,2.908989
1894.9,12.45966,1007.237,2.892877
1932.175,12.65771,1034.259,2.873202
1970.175,12.83129,1056.177,2.848994
2008.95,13.01887,1082.458,2.831914
2048.475,13.20806,1109.442,2.815733
2088.775,13.40731,1134.716,2.787521
2129.85,13.61274,1165.493,2.773721
2171.75,13.81687,1195.241,2.756537
2214.475,14.03425,1227.809,2.74028
2258.05,14.23557,1256.92,2.721424
2302.45,14.45311,1286.867,2.696258
2347.75,14.66689,1319.315,2.679795
2393.95,14.90362,1355.212,2.660791
2441.025,15.12523,1387.317,2.638508
2489.05,15.35751,1422.184,2.617976
2538.025,15.60602,1461.957,2.601653
2587.95,15.83347,1494.736,2.577368
2638.85,16.06546,1532.71,2.563075
2690.775,16.31967,1574.434,2.546933
2743.7,16.57728,1613.099,2.521971
2797.675,16.8136,1649.767,2.501488
2852.725,17.06172,1692.371,2.4882
2908.85,17.31178,1733.235,2.469965
2966.05,17.57838,1780.62,2.457519
3024.4,17.85202,1822.866,2.431874
3083.9,18.11542,1871.967,2.422571
3144.575,18.36657,1909.212,2.395857
3206.425,18.64936,1960.439,2.382025
3269.525,18.9197,2007.194,2.364435
3333.825,19.21955,2058.411,2.343467
3399.425,19.48811,2104.1,2.324133
3466.3,19.77518,2157.967,2.310968
3534.475,20.06789,2216.273,2.301956
3604.025,20.37184,2270.353,2.282344
3674.925,20.69184,2333.971,2.270757
3747.2,20.99405,2389.876,2.253373
3820.925,21.32943,2455.625,2.23858
3896.1,21.6391,2519.826,2.228818
3972.725,21.95288,2584.027,2.217105
4050.9,22.28785,2654.763,2.20657
4130.575,22.62616,2724.265,2.192854
4211.825,22.97065,2796.296,2.179712
4294.7,23.31754,2868.056,2.164997
4379.175,23.66657,2939.442,2.148803
4465.325,24.01101,3015.534,2.1383
4553.175,24.39455,3094.642,2.120153
4642.75,24.72738,3169.667,2.110347
4734.075,25.13178,3263.881,2.100554
4827.2,25.48332,3342.294,2.088047
4922.175,25.86048,3433.205,2.080193
5019,26.24485,3520.097,2.066321
5117.725,26.64499,3615.205,2.055294
5218.4,27.04675,3710.497,2.043359
5321.075,27.45406,3808.495,2.031737
5425.75,27.8621,3901.761,2.015672
5532.475,28.27785,4007.51,2.006997
5641.325,28.7265,4114.003,1.991235
5752.3,29.13072,4209.695,1.976456
5865.45,29.5724,4318.598,1.962926
5980.85,30.04298,4440.724,1.952018
6098.5,30.47696,4552.07,1.940472
6218.475,30.91405,4661.713,1.926745
6340.8,31.37877,4786.356,1.91665
6465.55,31.81298,4911.298,1.911648
6592.725,32.27375,5035.756,1.900795
6722.425,32.74685,5174.314,1.89511
6854.675,33.22912,5305.681,1.883066
6989.525,33.70666,5446.858,1.876509
7127.025,34.19696,5585.708,1.865856
7267.225,34.72719,5745.388,1.858455
7410.2,35.25878,5912.994,1.853804
7555.975,35.82575,6089.103,1.846518
7704.6,36.36348,6263.237,1.841968
7856.175,36.94247,6460.005,1.840091
8010.725,37.52855,6658.191,1.836508
8168.325,38.06353,6841.657,1.833312
8329,38.65892,7050.799,1.830676
8492.85,39.22801,7254.594,1.828602
8659.925,39.8611,7483.602,1.825943
8830.3,40.47678,7713.288,1.824742
9004,41.13883,7960.564,1.822223
9181.125,41.78187,8207.64,1.82094
9361.75,42.39679,8437.12,1.816304
9545.9,43.09327,8720.99,1.817722
9733.7,43.78126,8993.974,1.81531
9925.175,44.46755,9263.831,1.810965
10120.42,45.20253,9560.607,1.807446
10319.52,45.88835,9847.957,1.806031
10522.55,46.61931,10155.85,1.803728
10729.55,47.35289,10461.17,1.799229
10940.62,48.11216,10775.84,1.79314
11155.85,48.87478,11100.59,1.788224
11375.3,49.65161,11430.24,1.781889
11599.08,50.40258,11767.76,1.779326
11827.25,51.18971,12108.52,1.772534
12059.92,51.96312,12445,1.765385
12297.17,52.77404,12791.59,1.755719
12539.1,53.62353,13189.16,1.752057
12785.77,54.41441,13530.65,1.741841
13037.3,55.23179,13907.26,1.735361
13293.77,56.07378,14291.05,1.727065
13555.27,56.92969,14682.68,1.718185
13821.95,57.81478,15078.28,1.706608
14093.85,58.70996,15509.1,1.699693
14371.12,59.62547,15947.63,1.691433
14653.83,60.59419,16424.89,1.684057
14942.1,61.53713,16880.71,1.674653
15236.05,62.47841,17328.37,1.663478
15535.77,63.42305,17791.18,1.65376
15841.4,64.3554,18232.79,1.641401
16153.02,65.30027,18686.83,1.629401
16470.8,66.30001,19180.11,1.618032
16794.83,67.30838,19692.99,1.608102
17125.22,68.33923,20254.32,1.602128
17462.1,69.38951,20821.71,1.594657
17805.62,70.47988,21384,1.582913
18155.9,71.58229,21968.17,1.572373
18513.08,72.70518,22541.61,1.558618
18877.28,73.84416,23105.07,1.542296
19248.62,74.99226,23707.51,1.529324
19627.3,76.1769,24331.82,1.515818
20013.4,77.34563,24955.81,1.502945
20407.1,78.55362,25582.67,1.48751
20808.58,79.77678,26260.02,1.475673
21217.92,81.01589,26963.89,1.464866
21635.33,82.29541,27691.13,1.453243
22060.95,83.58926,28422.69,1.440706
22494.92,84.89781,29128.99,1.424844
22937.45,86.18976,29866.19,1.412236
23388.7,87.5593,30692.68,1.402047
23848.8,88.82485,31479.7,1.393937
24317.95,90.21981,32337.12,1.383685
24796.35,91.67596,33296.61,1.377061
25284.15,93.20714,34301.69,1.369018
25781.55,94.71772,35276.31,1.359239
