time,r2,r4,a2
2393.95,37.80831,5493.593,1.305861
2441.025,38.47617,5672.783,1.299131
2489.05,39.15523,5856.315,1.291902
2538.025,39.92013,6075.459,1.287423
2587.95,40.63201,6275.152,1.280546
2638.85,41.37246,6486.148,1.273607
2690.775,42.10705,6708.429,1.270191
2743.7,42.90227,6947.267,1.264669
2797.675,43.6759,7181.071,1.258691
2852.725,44.4596,7420.687,1.252497
2908.85,45.23528,7670.974,1.249299
2966.05,46.08689,7943.014,1.243787
3024.4,46.94243,8222.155,1.238751
3083.9,47.78515,8497.837,1.232923
3144.575,48.66823,8797.959,1.228651
3206.425,49.54112,9098.705,1.22433
3269.525,50.44534,9406.406,1.217854
3333.825,51.34368,9726.253,1.21372
3399.425,52.2834,10067.67,1.209798
3466.3,53.23901,10416.92,1.205111
3534.475,54.22175,10783.79,1.200774
3604.025,55.2303,11162.54,1.195632
3674.925,56.27256,11563.57,1.191038
3747.2,57.31016,11957.75,1.184427
3820.925,58.39615,12380.77,1.178365
3896.1,59.51088,12825.86,1.172927
3972.725,60.65618,13302.64,1.169396
4050.9,61.80075,13775.96,1.164142
4130.575,62.97507,14265.44,1.158237
4211.825,64.20525,14808,1.155295
4294.7,65.42013,15335.59,1.149953
4379.175,66.61895,15878.11,1.146616
4465.325,67.89021,16446.9,1.141021
4553.175,69.18822,17054.94,1.137652
4642.75,70.50865,17678.13,1.13355
4734.075,71.83024,18285.06,1.126342
4827.2,73.24172,18975.15,1.122361
4922.175,74.63273,19673.68,1.119231
5019,76.02943,20383.59,1.11577
5117.725,77.50858,21150.49,1.112381
5218.4,78.91819,21894.33,1.109252
5321.075,80.43295,22677.58,1.103197
5425.75,81.92568,23486.11,1.099531
5532.475,83.51555,24345.35,1.09427
5641.325,85.03506,25169.91,1.088511
5752.3,86.69865,26087.81,1.0824
5865.45,88.30149,26982.22,1.076313
5980.85,89.92081,27913.54,1.071313
6098.5,91.68037,28949.48,1.066519
6218.475,93.36992,29956.42,1.061708
6340.8,95.11928,31005.33,1.05613
6465.55,96.91387,32118.69,1.05181
6592.725,98.70399,33216.34,1.045661
6722.425,100.5526,34360.78,1.039047
6854.675,102.4477,35577.62,1.033873
6989.525,104.3296,36780,1.027439
7127.025,106.2755,38069.14,1.022358
7267.225,108.2706,39380.16,1.015616
7410.2,110.317,40740.18,1.00858
7555.975,112.4153,42188.42,1.00306
7704.6,114.5261,43646.92,0.9966209
7856.175,116.7168,45227.05,0.9919713
8010.725,118.8658,46779.87,0.9865369
8168.325,121.1536,48452.14,0.980575
8329,123.4389,50120.52,0.9736174
8492.85,125.7575,51855.65,0.9673417
8659.925,128.0846,53570.76,0.9592279
8830.3,130.5046,55458.03,0.9537272
9004,132.9161,57341.94,0.9474591
9181.125,135.4841,59437.95,0.9428466
9361.75,138.0399,61519.89,0.9371239
9545.9,140.6095,63649.43,0.9315968
9733.7,143.2216,65869.17,0.9267106
9925.175,145.859,68097.53,0.9205093
10120.42,148.5246,70385.01,0.9144097
10319.52,151.2856,72809.61,0.9087304
10522.55,154.1326,75322.52,0.9023354
10729.55,157.0223,77951.27,0.8969318
10940.62,159.9279,80621.44,0.8912693
11155.85,162.8568,83343.29,0.8854276
11375.3,165.8934,86257.43,0.8805705
11599.08,168.9782,89239.47,0.8751962
11827.25,172.0747,92377.27,0.8718982
12059.92,175.2525,95690.76,0.8693593
12297.17,178.5109,99042.15,0.8648412
12539.1,181.8394,102578.3,0.8613612
12785.77,185.1393,106119.8,0.8575938
13037.3,188.5712,109935.7,0.8549807
13293.77,192.0744,113891.3,0.8522634
13555.27,195.6203,117965.8,0.8496077
13821.95,199.2081,122128.3,0.8465188
14093.85,202.8934,126536.7,0.8443008
14371.12,206.6148,131047.2,0.841859
14653.83,210.4433,135735.8,0.8389732
14942.1,214.2915,140470.3,0.8353791
15236.05,218.345,145641.6,0.8329474
15535.77,222.4683,150836,0.8286057
15841.4,226.6936,156233.3,0.8240901
16153.02,230.8971,161727.8,0.8201164
16470.8,235.2043,167461.5,0.8162506
16794.83,239.5351,173305.3,0.8122771
17125.22,244.0188,179343.1,0.8071299
17462.1,248.5323,185439.6,0.8013086
17805.62,253.1988,191875.7,0.7957593
18155.9,257.9502,198536.9,0.7902792
18513.08,262.7229,205235.8,0.7840567
18877.28,267.6008,212225.7,0.7781751
19248.62,272.5164,219273.9,0.7715473
19627.3,277.5811,226491.9,0.7636974
20013.4,282.5969,233974.2,0.7578603
20407.1,287.6484,241408.2,0.7505701
20808.58,292.7615,249002.5,0.7431193
21217.92,297.8315,256703.8,0.73637
21635.33,303.0206,264728.2,0.729845
22060.95,308.331,272987.7,0.7228993
22494.92,313.739,281200,0.7140734
22937.45,319.192,289729.7,0.7062401
23388.7,324.6438,298550.7,0.6996329
23848.8,330.4007,308109.2,0.6934562
24317.95,336.2544,318095.7,0.6880027
24796.35,342.1844,328569.3,0.6836737
25284.15,348.2735,339189.2,0.6778468
25781.55,354.4412,350209,0.6725929
26288.72,360.5151,361189.4,0.6673983
26805.9,366.6475,372559.6,0.6628366
27333.22,373.0236,384791.4,0.6592198
27870.92,379.5459,397604.7,0.6560524
28419.22,386.1971,410793.9,0.6525601
28978.28,393.0134,424505.1,0.6489956
29548.35,400.0307,438689.6,0.6448333
30129.65,407.1986,453558.2,0.6412388
30722.35,414.4373,469003.4,0.6383612
31326.72,421.676,484781.7,0.6358358
31943,429.1082,501337.3,0.6336072
32571.4,436.7122,518690.3,0.6318065
33212.15,444.3992,536236,0.6291488
33865.5,452.3825,554625.6,0.6260708
34531.72,460.5222,574045.3,0.6240384
35211.05,468.7046,593521.2,0.6210227
35903.72,477.0207,613833.6,0.6185547
36610.03,485.3666,634591.8,0.6162402
37330.22,493.9785,656838.6,0.615079
38064.6,502.8263,680369.8,0.614583
38813.43,511.7776,704412.8,0.6136746
39576.97,521.0641,730239.1,0.6137415
40355.55,530.4109,757657.3,0.6158431
41149.43,539.812,784711.7,0.6157578
41958.93,549.2881,811926.1,0.6146092
42784.35,558.9018,839895.9,0.6132647
43626.03,568.552,868628.1,0.6122957
44484.25,578.6653,898676.7,0.6102742
45359.35,589.1305,930737.4,0.6089976
46251.68,599.5723,964747.9,0.6102081
47161.55,610.232,999325.8,0.6101576
48089.32,620.83,1034611,0.6105832
49035.35,631.5038,1070061,0.6099334
50000,642.5092,1107760,0.6100456
